holiday,temp,rain_1h,snow_1h,Year,Month,Day,Hour,weather_main,weather_description,traffic_volume
7,281.69,0.0,0.0,2012,10,5,7,1,19,6628
7,280.57,0.0,0.0,2012,10,5,8,1,19,5534
7,280.02,0.0,0.0,2012,10,5,9,1,2,5403
7,280.11,0.0,0.0,2012,10,5,10,1,2,4770
7,280.0,0.0,0.0,2012,10,5,11,1,19,5217
7,280.53,0.0,0.0,2012,10,5,12,1,19,5870
7,281.43,0.0,0.0,2012,10,5,13,1,2,5967
7,281.78,0.0,0.0,2012,10,5,14,1,19,6108
7,281.91,0.0,0.0,2012,10,5,15,1,19,6128
7,281.73,0.0,0.0,2012,10,5,16,1,19,6069
7,281.42,0.0,0.0,2012,10,5,17,1,19,6169
7,280.87,0.0,0.0,2012,10,5,18,1,19,5384
7,280.15,0.0,0.0,2012,10,5,19,1,19,4063
7,279.78,0.0,0.0,2012,10,5,20,1,19,3364
7,279.65,0.0,0.0,2012,10,5,21,1,2,2971
7,279.22,0.0,0.0,2012,10,5,22,1,24,2450
7,279.06,0.0,0.0,2012,10,5,23,1,24,1832
7,278.81,0.0,0.0,2012,10,6,0,1,19,1231
7,278.55,0.0,0.0,2012,10,6,1,1,19,718
7,278.59,0.0,0.0,2012,10,6,2,1,19,545
7,276.99,0.0,0.0,2012,10,6,4,1,2,411
7,276.35,0.0,0.0,2012,10,6,5,1,4,688
7,275.4,0.0,0.0,2012,10,6,6,0,27,1352
7,275.17,0.0,0.0,2012,10,6,7,0,27,2072
7,274.99,0.0,0.0,2012,10,6,8,0,27,3342
7,275.09,0.0,0.0,2012,10,6,9,1,24,4258
7,276.88,0.0,0.0,2012,10,6,10,1,4,4861
7,278.04,0.0,0.0,2012,10,6,11,1,4,5191
7,279.08,0.0,0.0,2012,10,6,12,1,24,5669
7,280.12,0.0,0.0,2012,10,6,13,1,2,5074
7,280.25,0.0,0.0,2012,10,6,14,1,2,5025
7,280.0,0.0,0.0,2012,10,6,15,1,2,5153
7,279.06,0.0,0.0,2012,10,6,16,1,19,5024
7,278.91,0.0,0.0,2012,10,6,17,1,19,4779
7,278.39,0.0,0.0,2012,10,6,18,1,19,4362
7,278.16,0.0,0.0,2012,10,6,19,1,19,3860
7,278.16,0.0,0.0,2012,10,6,20,1,19,3160
7,277.93,0.0,0.0,2012,10,6,21,1,19,2992
7,276.9,0.0,0.0,2012,10,6,22,1,19,3202
7,276.34,0.0,0.0,2012,10,6,23,1,2,1941
7,276.11,0.0,0.0,2012,10,7,0,1,2,1233
7,275.73,0.0,0.0,2012,10,7,3,1,19,323
7,275.65,0.0,0.0,2012,10,7,4,1,19,312
7,275.51,0.0,0.0,2012,10,7,5,1,2,627
7,275.05,0.0,0.0,2012,10,7,6,1,19,1508
7,274.77,0.0,0.0,2012,10,7,7,1,19,1539
7,274.77,0.0,0.0,2012,10,7,8,1,2,2232
7,275.55,0.0,0.0,2012,10,7,9,1,2,4568
7,276.24,0.0,0.0,2012,10,7,10,1,2,4624
7,277.01,0.0,0.0,2012,10,7,11,1,19,4529
7,277.43,0.0,0.0,2012,10,7,12,1,19,5139
7,278.45,0.0,0.0,2012,10,7,13,1,19,6640
7,279.27,0.0,0.0,2012,10,7,14,1,19,6589
7,279.27,0.0,0.0,2012,10,7,15,1,19,4429
7,279.44,0.0,0.0,2012,10,7,16,1,19,4329
7,279.32,0.0,0.0,2012,10,7,17,1,19,3833
7,279.27,0.0,0.0,2012,10,7,18,1,19,4015
7,278.11,0.0,0.0,2012,10,7,19,1,19,3382
7,276.79,0.0,0.0,2012,10,7,20,1,2,2815
7,275.73,0.0,0.0,2012,10,7,21,1,19,2110
7,274.88,0.0,0.0,2012,10,7,22,1,2,1555
7,273.92,0.0,0.0,2012,10,7,23,1,4,959
1,273.08,0.0,0.0,2012,10,8,0,1,4,455
7,272.62,0.0,0.0,2012,10,8,1,1,4,336
7,271.78,0.0,0.0,2012,10,8,2,0,27,265
7,271.05,0.0,0.0,2012,10,8,3,0,27,314
7,270.63,0.0,0.0,2012,10,8,4,0,27,779
7,270.33,0.0,0.0,2012,10,8,5,0,27,2571
7,269.61,0.0,0.0,2012,10,8,6,1,4,5563
7,270.01,0.0,0.0,2012,10,8,7,1,4,6676
7,271.23,0.0,0.0,2012,10,8,8,1,4,5966
7,273.71,0.0,0.0,2012,10,8,9,1,4,4832
7,276.77,0.0,0.0,2012,10,8,10,1,4,4395
7,279.47,0.0,0.0,2012,10,8,11,1,4,4411
7,279.84,0.0,0.0,2012,10,8,12,0,27,4648
7,282.34,0.0,0.0,2012,10,8,13,1,24,4602
7,282.94,0.0,0.0,2012,10,8,14,1,24,5125
7,283.48,0.0,0.0,2012,10,8,15,0,27,5502
7,284.33,0.0,0.0,2012,10,8,16,0,27,5979
7,284.48,0.0,0.0,2012,10,8,17,1,24,5663
7,284.23,0.0,0.0,2012,10,8,18,1,24,4259
7,281.99,0.0,0.0,2012,10,8,19,1,4,3069
7,279.81,0.0,0.0,2012,10,8,20,0,27,2378
7,279.35,0.0,0.0,2012,10,8,21,0,27,2030
7,278.9,0.0,0.0,2012,10,8,22,0,27,1400
7,278.46,0.0,0.0,2012,10,8,23,0,27,917
7,277.78,0.0,0.0,2012,10,9,0,0,27,515
7,277.27,0.0,0.0,2012,10,9,1,0,27,302
7,277.47,0.0,0.0,2012,10,9,2,0,27,251
7,276.97,0.0,0.0,2012,10,9,4,1,4,798
7,276.52,0.0,0.0,2012,10,9,5,1,24,2678
7,276.6,0.0,0.0,2012,10,9,6,1,24,5733
7,277.31,0.0,0.0,2012,10,9,7,1,2,6449
7,278.38,0.0,0.0,2012,10,9,8,1,19,5765
7,279.35,0.0,0.0,2012,10,9,9,1,19,5599
7,281.37,0.0,0.0,2012,10,9,10,1,19,4534
7,283.11,0.0,0.0,2012,10,9,11,1,19,4691
7,284.08,0.0,0.0,2012,10,9,12,1,2,5067
7,285.14,0.0,0.0,2012,10,9,13,1,2,5030
7,286.35,0.0,0.0,2012,10,9,14,1,19,5300
7,287.23,0.0,0.0,2012,10,9,15,6,13,5777
7,288.53,0.0,0.0,2012,10,9,16,1,19,6349
7,290.37,0.0,0.0,2012,10,9,17,1,19,6127
7,290.13,0.0,0.0,2012,10,9,18,1,19,4460
7,288.86,0.0,0.0,2012,10,9,19,1,2,3418
7,287.36,0.0,0.0,2012,10,9,20,1,19,2775
7,285.11,0.0,0.0,2012,10,9,21,1,19,2306
7,283.46,0.0,0.0,2012,10,9,22,1,19,1846
7,282.45,0.0,0.0,2012,10,9,23,1,19,947
7,281.88,0.0,0.0,2012,10,10,0,1,19,494
7,281.78,0.0,0.0,2012,10,10,1,1,19,332
7,281.09,0.0,0.0,2012,10,10,2,1,2,261
7,281.17,0.0,0.0,2012,10,10,3,1,19,361
7,281.25,0.0,0.0,2012,10,10,6,0,27,5875
7,281.25,0.0,0.0,2012,10,10,7,6,13,6793
7,281.25,0.0,0.0,2012,10,10,7,2,11,6793
7,280.1,0.0,0.0,2012,10,10,8,6,13,6283
7,280.1,0.0,0.0,2012,10,10,8,2,11,6283
7,279.61,0.0,0.0,2012,10,10,9,6,13,5680
7,279.61,0.0,0.0,2012,10,10,9,2,11,5680
7,279.67,0.0,0.0,2012,10,10,10,0,27,4632
7,280.19,0.0,0.0,2012,10,10,11,0,27,4887
7,282.09,0.0,0.0,2012,10,10,12,1,2,5030
7,282.26,0.0,0.0,2012,10,10,13,1,2,5067
7,282.05,0.0,0.0,2012,10,10,14,1,19,5227
7,281.59,0.0,0.0,2012,10,10,15,1,19,5610
7,281.23,0.0,0.0,2012,10,10,16,0,27,6286
7,282.6,0.0,0.0,2012,10,10,18,0,27,4775
7,282.6,0.0,0.0,2012,10,10,19,0,27,3340
7,282.6,0.0,0.0,2012,10,10,20,0,27,3013
7,282.6,0.0,0.0,2012,10,10,21,0,27,2603
7,282.6,0.0,0.0,2012,10,10,22,0,27,1910
7,282.6,0.0,0.0,2012,10,10,23,0,27,1037
7,273.9,0.0,0.0,2012,10,11,1,0,27,347
7,274.4,0.0,0.0,2012,10,11,3,1,2,350
7,274.05,0.0,0.0,2012,10,11,4,1,2,850
7,273.71,0.0,0.0,2012,10,11,5,1,24,2791
7,272.66,0.0,0.0,2012,10,11,6,0,27,5809
7,272.65,0.0,0.0,2012,10,11,7,0,27,6798
7,272.52,0.0,0.0,2012,10,11,8,0,27,6304
7,275.19,0.0,0.0,2012,10,11,9,1,4,5291
7,275.34,0.0,0.0,2012,10,11,10,0,27,4638
7,284.1,0.0,0.0,2012,10,11,14,0,27,5557
7,284.1,0.0,0.0,2012,10,11,15,0,27,5818
7,283.78,0.0,0.0,2012,10,11,16,1,2,6272
7,283.52,0.0,0.0,2012,10,11,17,1,2,5944
7,283.32,0.0,0.0,2012,10,11,18,1,19,4949
7,282.06,0.0,0.0,2012,10,11,19,1,19,3511
7,281.95,0.0,0.0,2012,10,11,20,1,19,3039
7,281.81,0.0,0.0,2012,10,11,21,1,19,2679
7,282.16,0.0,0.0,2012,10,11,22,1,19,2094
7,282.53,0.0,0.0,2012,10,11,23,1,19,1284
7,283.91,0.0,0.0,2012,10,12,0,1,19,630
7,284.64,0.0,0.0,2012,10,12,1,1,19,410
7,284.61,0.0,0.0,2012,10,12,2,1,19,331
7,283.18,0.0,0.0,2012,10,12,3,2,11,372
7,282.26,0.0,0.0,2012,10,12,4,6,13,739
7,280.77,0.0,0.0,2012,10,12,5,2,11,2561
7,278.53,0.0,0.0,2012,10,12,6,1,2,5586
7,277.64,0.0,0.0,2012,10,12,7,1,2,6992
7,277.9,0.0,0.0,2012,10,12,8,1,19,5860
7,278.18,0.0,0.0,2012,10,12,9,1,19,5230
7,279.29,0.0,0.0,2012,10,12,10,1,2,4864
7,280.45,0.0,0.0,2012,10,12,11,1,2,5146
7,280.95,0.0,0.0,2012,10,12,12,1,24,5526
7,281.74,0.0,0.0,2012,10,12,13,1,24,5383
7,281.84,0.0,0.0,2012,10,12,14,1,2,5758
7,282.45,0.0,0.0,2012,10,12,15,1,2,5889
7,282.2,0.0,0.0,2012,10,12,16,1,2,6057
7,281.54,0.0,0.0,2012,10,12,17,1,24,6028
7,280.21,0.0,0.0,2012,10,12,18,1,4,5257
7,282.2,0.0,0.0,2012,10,12,23,0,27,1897
7,272.58,0.0,0.0,2012,10,13,0,0,27,1335
7,272.06,0.0,0.0,2012,10,13,1,0,27,769
7,270.99,0.0,0.0,2012,10,13,2,0,27,570
7,270.29,0.0,0.0,2012,10,13,3,1,4,413
7,269.48,0.0,0.0,2012,10,13,4,0,27,399
7,269.27,0.0,0.0,2012,10,13,5,0,27,740
7,268.91,0.0,0.0,2012,10,13,6,0,27,1420
7,268.98,0.0,0.0,2012,10,13,7,1,2,2220
7,269.23,0.0,0.0,2012,10,13,8,1,24,3479
7,272.61,0.0,0.0,2012,10,13,9,1,24,4546
7,276.78,0.0,0.0,2012,10,13,10,1,4,4579
7,279.22,0.0,0.0,2012,10,13,11,0,27,4438
7,280.35,0.0,0.0,2012,10,13,12,0,27,4623
7,281.81,0.0,0.0,2012,10,13,13,0,27,4440
7,283.05,0.0,0.0,2012,10,13,14,0,27,4495
7,283.96,0.0,0.0,2012,10,13,15,0,27,4483
7,284.53,0.0,0.0,2012,10,13,16,0,27,4591
7,284.44,0.0,0.0,2012,10,13,17,0,27,4477
7,283.64,0.0,0.0,2012,10,13,18,0,27,4221
7,281.85,0.0,0.0,2012,10,13,19,1,4,3672
7,281.38,0.0,0.0,2012,10,13,20,0,27,3015
7,281.84,0.0,0.0,2012,10,13,21,1,2,2769
7,282.23,0.0,0.0,2012,10,13,22,1,19,2875
7,282.18,0.0,0.0,2012,10,13,23,1,19,1931
7,282.49,0.0,0.0,2012,10,14,0,1,19,1309
7,282.54,0.0,0.0,2012,10,14,1,1,19,870
7,282.58,0.0,0.0,2012,10,14,2,1,19,654
7,282.23,0.0,0.0,2012,10,14,3,1,19,364
7,282.08,0.0,0.0,2012,10,14,4,1,19,262
7,282.23,0.0,0.0,2012,10,14,5,1,19,505
7,282.24,0.0,0.0,2012,10,14,6,1,19,861
7,282.24,0.0,0.0,2012,10,14,7,1,19,1132
7,282.24,0.0,0.0,2012,10,14,8,5,17,1797
7,282.43,0.0,0.0,2012,10,14,9,2,11,2685
7,282.43,0.0,0.0,2012,10,14,9,5,17,2685
7,282.43,0.0,0.0,2012,10,14,9,4,7,2685
7,282.33,0.0,0.0,2012,10,14,10,2,11,3370
7,282.33,0.0,0.0,2012,10,14,10,5,17,3370
7,282.82,0.0,0.0,2012,10,14,11,2,11,3662
7,282.82,0.0,0.0,2012,10,14,11,5,17,3662
7,283.33,0.0,0.0,2012,10,14,12,5,17,4076
7,283.33,0.0,0.0,2012,10,14,12,6,13,4076
7,283.33,0.0,0.0,2012,10,14,12,2,11,4076
7,283.75,0.0,0.0,2012,10,14,13,6,13,4128
7,283.75,0.0,0.0,2012,10,14,13,5,17,4128
7,283.75,0.0,0.0,2012,10,14,13,2,11,4128
7,284.09,0.0,0.0,2012,10,14,14,5,17,4358
7,284.09,0.0,0.0,2012,10,14,14,6,13,4358
7,284.09,0.0,0.0,2012,10,14,14,2,11,4358
7,284.55,0.0,0.0,2012,10,14,15,5,17,4342
7,284.55,0.0,0.0,2012,10,14,15,6,13,4342
7,284.68,0.0,0.0,2012,10,14,16,5,17,4234
7,284.64,0.0,0.0,2012,10,14,17,6,13,4271
7,284.64,0.0,0.0,2012,10,14,17,5,17,4271
7,284.4,0.0,0.0,2012,10,14,18,5,17,4080
7,284.17,0.0,0.0,2012,10,14,19,5,17,3453
7,284.03,0.0,0.0,2012,10,14,20,5,17,2718
7,283.58,0.0,0.0,2012,10,14,21,5,17,2439
7,283.04,0.0,0.0,2012,10,14,22,5,17,1819
7,281.95,0.0,0.0,2012,10,14,23,5,17,1002
7,281.95,0.0,0.0,2012,10,14,23,3,5,1002
7,281.61,0.0,0.0,2012,10,15,0,5,17,542
7,281.61,0.0,0.0,2012,10,15,0,3,5,542
7,281.57,0.0,0.0,2012,10,15,1,3,5,303
7,281.42,0.0,0.0,2012,10,15,2,3,5,239
7,281.29,0.0,0.0,2012,10,15,3,5,17,335
7,281.29,0.0,0.0,2012,10,15,3,3,5,335
7,281.02,0.0,0.0,2012,10,15,4,5,17,810
7,281.02,0.0,0.0,2012,10,15,4,3,5,810
7,280.82,0.0,0.0,2012,10,15,5,5,17,2606
7,280.82,0.0,0.0,2012,10,15,5,3,5,2606
7,280.39,0.0,0.0,2012,10,15,6,5,17,5714
7,280.19,0.0,0.0,2012,10,15,7,5,17,6798
7,279.82,0.0,0.0,2012,10,15,8,5,17,6114
7,279.75,0.0,0.0,2012,10,15,9,5,17,5094
7,280.07,0.0,0.0,2012,10,15,10,5,17,4473
7,280.32,0.0,0.0,2012,10,15,11,1,19,4529
7,281.72,0.0,0.0,2012,10,15,12,0,27,4823
7,284.01,0.0,0.0,2012,10,15,13,1,24,4872
7,285.88,0.0,0.0,2012,10,15,14,0,27,5238
7,286.87,0.0,0.0,2012,10,15,15,0,27,5584
7,287.6,0.0,0.0,2012,10,15,16,1,4,6246
7,287.27,0.0,0.0,2012,10,15,17,1,4,5957
7,286.18,0.0,0.0,2012,10,15,18,1,4,4535
7,285.2,0.0,0.0,2012,10,15,19,1,2,3234
7,284.68,0.0,0.0,2012,10,15,20,1,2,2677
7,284.49,0.0,0.0,2012,10,15,21,1,19,2077
7,283.54,0.0,0.0,2012,10,15,22,1,4,1380
7,282.33,0.0,0.0,2012,10,15,23,1,2,927
7,281.21,0.0,0.0,2012,10,16,0,1,4,500
7,279.87,0.0,0.0,2012,10,16,1,0,27,324
7,278.93,0.0,0.0,2012,10,16,2,0,27,257
7,277.91,0.0,0.0,2012,10,16,3,0,27,354
7,277.21,0.0,0.0,2012,10,16,4,0,27,769
7,276.61,0.0,0.0,2012,10,16,5,0,27,2769
7,276.11,0.0,0.0,2012,10,16,6,0,27,5789
7,274.81,0.0,0.0,2012,10,16,7,1,4,7055
7,274.99,0.0,0.0,2012,10,16,8,1,4,6408
7,277.91,0.0,0.0,2012,10,16,9,1,4,5254
7,280.71,0.0,0.0,2012,10,16,10,1,4,4547
7,283.85,0.0,0.0,2012,10,16,11,1,4,4784
7,286.01,0.0,0.0,2012,10,16,12,1,24,5015
7,286.31,0.0,0.0,2012,10,16,13,0,27,5057
7,288.15,0.0,0.0,2012,10,16,14,1,2,5430
7,289.15,0.0,0.0,2012,10,16,15,1,2,5813
7,288.99,0.0,0.0,2012,10,16,16,1,2,6496
7,288.86,0.0,0.0,2012,10,16,17,1,2,6429
7,288.16,0.0,0.0,2012,10,16,18,1,19,5142
7,287.28,0.0,0.0,2012,10,16,19,6,13,3311
7,287.04,0.0,0.0,2012,10,16,20,1,19,2777
7,286.9,0.0,0.0,2012,10,16,21,1,19,2331
7,287.09,0.0,0.0,2012,10,16,22,1,19,1767
7,287.09,0.0,0.0,2012,10,16,23,1,19,1093
7,286.89,0.0,0.0,2012,10,17,0,1,2,554
7,286.93,0.0,0.0,2012,10,17,1,1,2,333
7,286.93,0.0,0.0,2012,10,17,2,1,19,267
7,287.07,0.0,0.0,2012,10,17,3,1,19,358
7,286.56,0.0,0.0,2012,10,17,4,1,2,777
7,285.91,0.0,0.0,2012,10,17,5,1,19,2732
7,285.29,0.0,0.0,2012,10,17,6,1,19,5637
7,284.92,0.0,0.0,2012,10,17,7,1,2,5564
7,285.35,0.0,0.0,2012,10,17,8,1,2,6274
7,285.72,0.0,0.0,2012,10,17,9,6,20,5403
7,285.72,0.0,0.0,2012,10,17,9,6,13,5403
7,287.09,0.0,0.0,2012,10,17,10,1,2,4680
7,288.31,0.0,0.0,2012,10,17,11,1,2,4642
7,288.61,0.0,0.0,2012,10,17,12,0,27,4979
7,290.32,0.0,0.0,2012,10,17,13,0,27,4851
7,291.36,0.0,0.0,2012,10,17,14,0,27,4291
7,292.01,0.0,0.0,2012,10,17,15,0,27,4714
7,292.61,0.0,0.0,2012,10,17,16,0,27,6723
7,292.65,0.0,0.0,2012,10,17,17,0,27,6180
7,290.52,0.0,0.0,2012,10,17,18,1,24,4843
7,288.35,0.0,0.0,2012,10,17,19,1,24,3435
7,286.72,0.0,0.0,2012,10,17,20,1,24,2921
7,285.49,0.0,0.0,2012,10,17,21,1,24,2763
7,284.22,0.0,0.0,2012,10,17,22,1,4,1930
7,283.8,0.0,0.0,2012,10,17,23,1,4,1160
7,283.72,0.0,0.0,2012,10,18,0,1,4,654
7,282.8,0.0,0.0,2012,10,18,1,1,24,374
7,282.32,0.0,0.0,2012,10,18,2,5,17,301
7,282.38,0.0,0.0,2012,10,18,3,5,17,397
7,282.76,0.0,0.0,2012,10,18,4,1,19,794
7,282.88,0.0,0.0,2012,10,18,5,5,17,2564
7,284.18,0.0,0.0,2012,10,18,6,1,2,5358
7,284.69,0.0,0.0,2012,10,18,7,1,19,6441
7,285.0,0.0,0.0,2012,10,18,8,1,19,5536
7,286.9,0.0,0.0,2012,10,18,9,6,13,5256
7,288.35,0.0,0.0,2012,10,18,10,1,19,4619
7,289.59,0.0,0.0,2012,10,18,11,1,19,5107
7,288.27,0.0,0.0,2012,10,18,12,6,13,5147
7,286.41,0.0,0.0,2012,10,18,13,1,19,5283
7,285.96,0.0,0.0,2012,10,18,14,1,19,5704
7,287.04,0.0,0.0,2012,10,18,15,1,19,5887
7,287.18,0.0,0.0,2012,10,18,16,1,19,6307
7,286.94,0.0,0.0,2012,10,18,17,1,19,5953
7,286.01,0.0,0.0,2012,10,18,18,1,19,4519
7,284.67,0.0,0.0,2012,10,18,19,2,11,3427
7,283.44,0.0,0.0,2012,10,18,20,6,13,2921
7,282.51,0.0,0.0,2012,10,18,21,2,11,2649
7,281.9,0.0,0.0,2012,10,18,22,1,19,2005
7,281.85,0.0,0.0,2012,10,18,23,1,19,1177
7,281.28,0.0,0.0,2012,10,19,0,1,19,699
7,280.97,0.0,0.0,2012,10,19,1,5,17,436
7,280.44,0.0,0.0,2012,10,19,2,2,11,353
7,280.44,0.0,0.0,2012,10,19,2,5,17,353
7,280.02,0.0,0.0,2012,10,19,3,5,17,399
7,279.79,0.0,0.0,2012,10,19,4,2,11,720
7,279.79,0.0,0.0,2012,10,19,4,5,17,720
7,279.79,0.0,0.0,2012,10,19,4,6,13,720
7,279.79,0.0,0.0,2012,10,19,4,2,3,720
7,279.74,0.0,0.0,2012,10,19,5,5,17,2370
7,279.74,0.0,0.0,2012,10,19,5,6,13,2370
7,279.65,0.0,0.0,2012,10,19,6,2,11,5162
7,279.65,0.0,0.0,2012,10,19,6,5,17,5162
7,279.65,0.0,0.0,2012,10,19,6,6,13,5162
7,279.45,0.0,0.0,2012,10,19,7,5,17,5777
7,279.45,0.0,0.0,2012,10,19,7,6,18,5777
7,279.22,0.0,0.0,2012,10,19,8,2,11,5235
7,279.22,0.0,0.0,2012,10,19,8,5,17,5235
7,279.22,0.0,0.0,2012,10,19,8,6,13,5235
7,279.35,0.0,0.0,2012,10,19,9,6,13,4606
7,279.35,0.0,0.0,2012,10,19,9,5,17,4606
7,279.92,0.0,0.0,2012,10,19,10,5,17,4328
7,280.44,0.0,0.0,2012,10,19,11,1,19,4282
7,281.0,0.0,0.0,2012,10,19,12,1,19,4489
7,281.51,0.0,0.0,2012,10,19,13,1,19,4908
7,281.93,0.0,0.0,2012,10,19,14,5,17,5620
7,281.94,0.0,0.0,2012,10,19,15,5,17,5849
7,281.94,0.0,0.0,2012,10,19,15,2,11,5849
7,282.27,0.0,0.0,2012,10,19,16,6,18,4945
7,282.41,0.0,0.0,2012,10,19,17,6,13,4619
7,282.21,0.0,0.0,2012,10,19,18,1,19,4479
7,281.69,0.0,0.0,2012,10,19,19,1,2,3804
7,281.26,0.0,0.0,2012,10,19,20,1,19,2908
7,280.66,0.0,0.0,2012,10,19,21,5,17,2942
7,280.43,0.0,0.0,2012,10,19,22,2,3,3077
7,280.43,0.0,0.0,2012,10,19,22,2,11,3077
7,280.1,0.0,0.0,2012,10,19,23,5,17,2051
7,280.1,0.0,0.0,2012,10,19,23,6,13,2051
7,280.1,0.0,0.0,2012,10,19,23,2,11,2051
7,280.06,0.0,0.0,2012,10,20,0,6,13,1270
7,280.06,0.0,0.0,2012,10,20,0,6,18,1270
7,280.28,0.0,0.0,2012,10,20,1,2,3,773
7,280.28,0.0,0.0,2012,10,20,1,6,13,773
7,280.38,0.0,0.0,2012,10,20,2,2,11,589
7,280.62,0.0,0.0,2012,10,20,3,2,11,432
7,280.62,0.0,0.0,2012,10,20,3,5,17,432
7,280.91,0.0,0.0,2012,10,20,4,5,17,401
7,280.91,0.0,0.0,2012,10,20,4,2,3,401
7,280.91,0.0,0.0,2012,10,20,4,6,13,401
7,280.96,0.0,0.0,2012,10,20,5,6,13,759
7,280.96,0.0,0.0,2012,10,20,5,5,17,759
7,280.96,0.0,0.0,2012,10,20,5,2,3,759
7,281.13,0.0,0.0,2012,10,20,6,6,13,1313
7,281.13,0.0,0.0,2012,10,20,6,5,17,1313
7,281.13,0.0,0.0,2012,10,20,6,2,11,1313
7,281.28,0.0,0.0,2012,10,20,7,6,13,1824
7,281.28,0.0,0.0,2012,10,20,7,5,17,1824
7,281.28,0.0,0.0,2012,10,20,7,2,3,1824
7,281.19,0.0,0.0,2012,10,20,8,6,13,2787
7,281.19,0.0,0.0,2012,10,20,8,5,17,2787
7,281.19,0.0,0.0,2012,10,20,8,2,3,2787
7,281.7,0.0,0.0,2012,10,20,9,6,13,3713
7,281.7,0.0,0.0,2012,10,20,9,2,3,3713
7,281.7,0.0,0.0,2012,10,20,9,5,17,3713
7,281.7,0.0,0.0,2012,10,20,9,2,11,3713
7,282.02,0.0,0.0,2012,10,20,10,6,13,3815
7,282.02,0.0,0.0,2012,10,20,10,2,3,3815
7,282.02,0.0,0.0,2012,10,20,10,5,17,3815
